entidad_federativa,Unnamed: 0,municipio,distancia,grado_accesibilidad
Baja California,5601,Tecate,941.4,Accesibilidad alta
Baja California,5602,Tecate,"1,482.80",Accesibilidad media
Baja California,5603,Tecate,"1,965.70",Accesibilidad media
Baja California,5604,Tecate,"3,014.20",Accesibilidad muy baja
Baja California,5605,Tecate,"1,893.50",Accesibilidad media
Baja California,5606,Tecate,"4,178.40",Accesibilidad muy baja
Baja California,5607,Tecate,"2,765.70",Accesibilidad muy baja
Baja California,5608,Tecate,"1,415.70",Accesibilidad media
Baja California,5609,Tecate,"2,314.20",Accesibilidad muy baja
Baja California,5610,Tecate,0,Accesibilidad muy alta
Baja California,5611,Tecate,"5,964.80",Accesibilidad muy baja
Baja California,5612,Tecate,"3,372.80",Accesibilidad muy baja
Baja California,5613,Tecate,"2,600.00",Accesibilidad muy baja
Baja California,5614,Tecate,282.8,Accesibilidad muy alta
Baja California,5615,Tecate,441.4,Accesibilidad alta
Baja California,5616,Tecate,200,Accesibilidad alta
Baja California,5617,Tecate,"3,681.40",Accesibilidad muy baja
Baja California,5618,Tecate,"1,265.70",Accesibilidad media
Baja California,5619,Tecate,"1,955.60",Accesibilidad media
Baja California,5620,Tecate,"17,962.20",Accesibilidad muy baja
Baja California,5621,Tecate,"3,729.90",Accesibilidad muy baja
Baja California,5622,Tecate,"1,200.00",Accesibilidad media
Baja California,5623,Tecate,"2,022.80",Accesibilidad muy baja
Baja California,5624,Tecate,"1,131.40",Accesibilidad media
Baja California,5625,Tecate,900,Accesibilidad alta
Baja California,5626,Tecate,"1,127.80",Accesibilidad baja
Baja California,5627,Tecate,"2,245.00",Accesibilidad muy baja
Baja California,5628,Tecate,"15,637.60",Accesibilidad muy baja
Baja California,5629,Tecate,874.3,Accesibilidad muy alta
Baja California,5630,Tecate,"3,505.60",Accesibilidad muy baja
Baja California,5631,Tecate,"19,262.20",Accesibilidad muy baja
Baja California,5632,Tecate,"2,938.50",Accesibilidad muy baja
Baja California,5633,Tecate,241.4,Accesibilidad alta
Baja California,5634,Tecate,"3,009.20",Accesibilidad muy baja
Baja California,5635,Tecate,100,Accesibilidad muy alta
Baja California,5636,Tecate,100,Accesibilidad alta
Baja California,5637,Tecate,200,Accesibilidad alta
Baja California,5638,Tecate,241.4,Accesibilidad alta
Baja California,5639,Tecate,924.3,Accesibilidad alta
Baja California,5640,Tecate,0,Accesibilidad alta
Baja California,5641,Tecate,"1,041.40",Accesibilidad media
Baja California,5642,Tecate,"1,041.40",Accesibilidad media
Baja California,5643,Tecate,0,Accesibilidad muy alta
Baja California,5644,Tecate,"2,905.60",Accesibilidad muy baja
Baja California,5645,Tecate,0,Accesibilidad alta
Baja California,5646,Tecate,"2,522.80",Accesibilidad baja
Baja California,5647,Tecate,"15,893.00",Accesibilidad muy baja
Baja California,5648,Tecate,200,Accesibilidad alta
Baja California,5649,Tecate,100,Accesibilidad muy alta
Baja California,5650,Tecate,200,Accesibilidad alta
Baja California,5651,Tecate,100,Accesibilidad muy alta
Baja California,5652,Tecate,150,Accesibilidad alta
Baja California,5653,Tecate,848.5,Accesibilidad alta
Baja California,5654,Tecate,"1,907.10",Accesibilidad media
Baja California,5655,Tecate,0,Accesibilidad alta
Baja California,5656,Tecate,450,Accesibilidad alta
Baja California,5657,Tecate,"1,624.30",Accesibilidad media
Baja California,5658,Tecate,100,Accesibilidad alta
Baja California,5659,Tecate,"1,650.00",Accesibilidad media
Baja California,5660,Tecate,"4,779.90",Accesibilidad muy baja
Baja California,5661,Tecate,"1,291.40",Accesibilidad media
Baja California,5662,Tecate,400,Accesibilidad muy alta
Baja California,5663,Tecate,"19,422.90",Accesibilidad muy baja
Baja California,5664,Tecate,550,Accesibilidad muy alta
Baja California,5665,Tecate,"3,264.20",Accesibilidad muy baja
Baja California,5666,Tecate,700,Accesibilidad alta
Baja California,5667,Tecate,"1,724.30",Accesibilidad media
Baja California,5668,Tecate,"5,074.90",Accesibilidad muy baja
Baja California,5669,Tecate,"1,148.50",Accesibilidad baja
Baja California,5670,Tecate,"9,749.10",Accesibilidad muy baja
Baja California,5671,Tecate,412.1,Accesibilidad muy alta
Baja California,5672,Tecate,"2,662.10",Accesibilidad muy baja
Baja California,5673,Tecate,"1,582.80",Accesibilidad media
Baja California,5674,Tecate,"1,003.60",Accesibilidad baja
Baja California,5675,Tecate,"13,035.30",Accesibilidad muy baja
Baja California,5676,Tecate,100,Accesibilidad alta
Baja California,5677,Tecate,"5,814.20",Accesibilidad baja
Baja California,5678,Tecate,441.4,Accesibilidad muy alta
Baja California,5679,Tecate,"3,800.00",Accesibilidad baja
Baja California,5680,Tecate,"1,472.80",Accesibilidad media
Baja California,5681,Tecate,"2,062.10",Accesibilidad muy baja
Baja California,5682,Tecate,"4,411.30",Accesibilidad muy baja
Baja California,5683,Tecate,141.4,Accesibilidad muy alta
Baja California,5684,Tecate,500,Accesibilidad alta
Baja California,5685,Tecate,341.4,Accesibilidad alta
Baja California,5686,Tecate,141.4,Accesibilidad alta
Baja California,5687,Tecate,"25,111.40",Accesibilidad muy baja
Baja California,5688,Tecate,"1,424.30",Accesibilidad media
Baja California,5689,Tecate,0,Accesibilidad muy alta
Baja California,5690,Tecate,"1,707.10",Accesibilidad media
Baja California,5691,Tecate,824.3,Accesibilidad alta
Baja California,5692,Tecate,"1,136.40",Accesibilidad media
Baja California,5693,Tecate,341.4,Accesibilidad muy alta
Baja California,5694,Tecate,0,Accesibilidad alta
Baja California,5695,Tecate,803.6,Accesibilidad alta
Baja California,5696,Tecate,"14,137.40",Accesibilidad muy baja
Baja California,5697,Tecate,"8,570.50",Accesibilidad muy baja
Baja California,5698,Tecate,950,Accesibilidad alta
Baja California,5699,Tecate,"2,077.80",Accesibilidad muy baja
Baja California,5700,Tecate,800,Accesibilidad muy alta
Baja California,5701,Tecate,100,Accesibilidad alta
Baja California,5702,Tecate,200,Accesibilidad alta
Baja California,5703,Tecate,"14,709.80",Accesibilidad muy baja
Baja California,5704,Tecate,724.3,Accesibilidad alta
Baja California,5705,Tecate,850,Accesibilidad alta
Baja California,5706,Tecate,241.4,Accesibilidad alta
Baja California,5707,Tecate,200,Accesibilidad alta
Baja California,5708,Tecate,"2,114.20",Accesibilidad baja
Baja California,5709,Tecate,141.4,Accesibilidad muy alta
Baja California,5710,Tecate,524.3,Accesibilidad alta
Baja California,5711,Tecate,150,Accesibilidad muy alta
Baja California,5712,Tecate,"1,065.70",Accesibilidad baja
Baja California,5713,Tecate,950,Accesibilidad muy alta
Baja California,5714,Tecate,0,Accesibilidad muy alta
Baja California,5715,Tecate,300,Accesibilidad alta
Baja California,5716,Tecate,"1,391.40",Accesibilidad baja
Baja California,5717,Tecate,"2,077.80",Accesibilidad muy baja
Baja California,5718,Tecate,915.7,Accesibilidad muy alta
Baja California,5719,Tecate,"3,128.40",Accesibilidad muy baja
Baja California,5720,Tecate,100,Accesibilidad muy alta
Baja California,5721,Tecate,"2,521.30",Accesibilidad muy baja
Baja California,5722,Tecate,"5,865.70",Accesibilidad muy baja
Baja California,5723,Tecate,"17,219.60",Accesibilidad muy baja
Baja California,5724,Tecate,100,Accesibilidad muy alta
Baja California,5725,Tecate,"1,331.40",Accesibilidad baja
Baja California,5726,Tecate,"2,038.50",Accesibilidad muy baja
Baja California,5727,Tecate,"2,298.50",Accesibilidad muy baja
Baja California,5728,Tecate,"1,348.50",Accesibilidad media
Baja California,5729,Tecate,100,Accesibilidad alta
Baja California,5730,Tecate,"14,548.00",Accesibilidad muy baja
Baja California,5731,Tecate,0,Accesibilidad alta
Baja California,5732,Tecate,"1,682.80",Accesibilidad baja
Baja California,5733,Tecate,350,Accesibilidad alta
Baja California,5734,Tecate,200,Accesibilidad muy alta
Baja California,5735,Tecate,100,Accesibilidad muy alta
Baja California,5736,Tecate,100,Accesibilidad alta
Baja California,5737,Tecate,953.6,Accesibilidad alta
Baja California,5738,Tecate,"2,402.10",Accesibilidad baja
Baja California,5739,Tecate,"6,831.40",Accesibilidad muy baja
Baja California,5740,Tecate,"9,422.50",Accesibilidad muy baja
Baja California,5741,Tecate,941.4,Accesibilidad alta
Baja California,5742,Tecate,"1,141.40",Accesibilidad media
Baja California,5743,Tecate,"2,107.10",Accesibilidad muy baja
Baja California,5744,Tecate,624.3,Accesibilidad alta
Baja California,5745,Tecate,"3,314.20",Accesibilidad muy baja
Baja California,5746,Tecate,"1,732.80",Accesibilidad media
Baja California,5747,Tecate,100,Accesibilidad muy alta
Baja California,5748,Tecate,"3,755.60",Accesibilidad muy baja
Baja California,5749,Tecate,877.8,Accesibilidad alta
Baja California,5750,Tecate,0,Accesibilidad alta
Baja California,5751,Tecate,"8,944.10",Accesibilidad muy baja
Baja California,5752,Tecate,"3,341.40",Accesibilidad muy baja
Baja California,5753,Tecate,0,Accesibilidad muy alta
Baja California,5754,Tecate,"1,969.20",Accesibilidad media
Baja California,5755,Tecate,"5,495.00",Accesibilidad muy baja
Baja California,5756,Tecate,"8,282.00",Accesibilidad muy baja
Baja California,5757,Tecate,"8,933.50",Accesibilidad muy baja
Baja California,5758,Tecate,"10,632.60",Accesibilidad muy baja
Baja California,5759,Tecate,"4,155.60",Accesibilidad muy baja
Baja California,5760,Tecate,"1,269.20",Accesibilidad media
Baja California,5761,Tecate,"1,827.80",Accesibilidad baja
Baja California,5762,Tecate,"3,812.70",Accesibilidad baja
Baja California,5763,Tecate,"15,416.70",Accesibilidad muy baja
Baja California,5764,Tecate,"14,575.20",Accesibilidad muy baja
Baja California,5765,Tecate,"4,979.90",Accesibilidad muy baja
Baja California,5766,Tecate,"4,379.90",Accesibilidad muy baja
Baja California,5767,Tecate,"3,814.20",Accesibilidad muy baja
Baja California,5768,Tecate,141.4,Accesibilidad alta
Baja California,5769,Tecate,"1,684.90",Accesibilidad media
Baja California,5770,Tecate,"1,519.20",Accesibilidad media
Baja California,5771,Tecate,"1,353.60",Accesibilidad media
Baja California,5772,Tecate,"1,441.40",Accesibilidad media
Baja California,5773,Tecate,0,Accesibilidad alta
Baja California,5774,Tecate,"2,957.70",Accesibilidad muy baja
Baja California,5775,Tecate,"12,883.80",Accesibilidad muy baja
Baja California,5776,Tecate,"15,012.50",Accesibilidad muy baja
Baja California,5777,Tecate,400,Accesibilidad alta
Baja California,5778,Tecate,665.7,Accesibilidad alta
Baja California,5779,Tecate,"6,106.20",Accesibilidad muy baja
Baja California,5780,Tecate,"12,037.60",Accesibilidad muy baja
Baja California,5781,Tecate,741.4,Accesibilidad alta
Baja California,5782,Tecate,"2,738.50",Accesibilidad muy baja
Baja California,5783,Tecate,141.4,Accesibilidad alta
Baja California,5784,Tecate,582.8,Accesibilidad alta
Baja California,5785,Tecate,"4,547.70",Accesibilidad muy baja
Baja California,5786,Tecate,"11,861.00",Accesibilidad muy baja
Baja California,5787,Tecate,250,Accesibilidad alta
Baja California,5788,Tecate,"1,507.10",Accesibilidad baja
Baja California,5789,Tecate,"1,645.00",Accesibilidad baja
Baja California,5790,Tecate,800,Accesibilidad alta
Baja California,5791,Tecate,"3,994.10",Accesibilidad muy baja
Baja California,5792,Tecate,"3,224.30",Accesibilidad muy baja
Baja California,5793,Tijuana,"7,314.00",Accesibilidad muy alta
Baja California,5794,Tijuana,300,Accesibilidad muy alta
Baja California,5795,Tijuana,0,Accesibilidad alta
Baja California,5796,Tijuana,582.8,Accesibilidad alta
Baja California,5797,Tijuana,"1,753.60",Accesibilidad media
Baja California,5798,Tijuana,212.1,Accesibilidad muy alta
Baja California,5799,Tijuana,"2,002.10",Accesibilidad muy baja
Baja California,5800,Tijuana,"1,976.30",Accesibilidad media
Baja California,5801,Tijuana,"4,906.20",Accesibilidad muy baja
Baja California,5802,Tijuana,412.1,Accesibilidad muy alta
Baja California,5803,Tijuana,"2,032.80",Accesibilidad muy alta
Baja California,5804,Tijuana,965.7,Accesibilidad alta
Baja California,5805,Tijuana,650,Accesibilidad alta
Baja California,5806,Tijuana,141.4,Accesibilidad alta
Baja California,5807,Tijuana,212.1,Accesibilidad alta
Baja California,5808,Tijuana,341.4,Accesibilidad muy alta
Baja California,5809,Tijuana,765.7,Accesibilidad alta
Baja California,5810,Tijuana,682.8,Accesibilidad alta
Baja California,5811,Tijuana,665.7,Accesibilidad alta
Baja California,5812,Tijuana,150,Accesibilidad alta
Baja California,5813,Tijuana,"2,397.10",Accesibilidad muy baja
Baja California,5814,Tijuana,300,Accesibilidad muy alta
Baja California,5815,Tijuana,600,Accesibilidad muy alta
Baja California,5816,Tijuana,"1,302.10",Accesibilidad baja
Baja California,5817,Tijuana,565.7,Accesibilidad muy alta
Baja California,5818,Tijuana,707.1,Accesibilidad alta
Baja California,5819,Tijuana,"5,187.00",Accesibilidad baja
Baja California,5820,Tijuana,"2,357.10",Accesibilidad muy baja
Baja California,5821,Tijuana,"3,514.20",Accesibilidad muy baja
Baja California,5822,Tijuana,"3,504.20",Accesibilidad muy baja
Baja California,5823,Tijuana,903.6,Accesibilidad muy alta
Baja California,5824,Tijuana,200,Accesibilidad muy alta
Baja California,5825,Tijuana,200,Accesibilidad alta
Baja California,5826,Tijuana,200,Accesibilidad alta
Baja California,5827,Tijuana,"3,631.40",Accesibilidad muy baja
Baja California,5828,Tijuana,0,Accesibilidad muy alta
Baja California,5829,Tijuana,"10,583.80",Accesibilidad muy baja
Baja California,5830,Tijuana,682.8,Accesibilidad alta
Baja California,5831,Tijuana,"2,767.80",Accesibilidad muy baja
Baja California,5832,Tijuana,495,Accesibilidad muy alta
Baja California,5833,Tijuana,524.3,Accesibilidad muy alta
Baja California,5834,Tijuana,0,Accesibilidad alta
Baja California,5835,Tijuana,912.1,Accesibilidad alta
Baja California,5836,Tijuana,"1,431.40",Accesibilidad media
Baja California,5837,Tijuana,"2,592.00",Accesibilidad muy baja
Baja California,5838,Tijuana,"8,059.80",Accesibilidad muy baja
Baja California,5839,Tijuana,786.4,Accesibilidad alta
Baja California,5840,Tijuana,0,Accesibilidad alta
Baja California,5841,Tijuana,"1,115.70",Accesibilidad media
Baja California,5842,Tijuana,100,Accesibilidad alta
Baja California,5843,Tijuana,300,Accesibilidad alta
Baja California,5844,Tijuana,0,Accesibilidad alta
Baja California,5845,Tijuana,"1,131.40",Accesibilidad media
Baja California,5846,Tijuana,500,Accesibilidad alta
Baja California,5847,Tijuana,"3,883.50",Accesibilidad muy baja
Baja California,5848,Tijuana,"13,134.10",Accesibilidad muy baja
Baja California,5849,Tijuana,141.4,Accesibilidad muy alta
Baja California,5850,Tijuana,100,Accesibilidad muy alta
Baja California,5851,Tijuana,"1,032.80",Accesibilidad media
Baja California,5852,Tijuana,150,Accesibilidad muy alta
Baja California,5853,Tijuana,"10,464.80",Accesibilidad muy baja
Baja California,5854,Tijuana,512.1,Accesibilidad alta
Baja California,5855,Tijuana,"1,960.70",Accesibilidad media
Baja California,5856,Tijuana,"11,355.40",Accesibilidad muy baja
Baja California,5857,Tijuana,"10,624.90",Accesibilidad muy baja
Baja California,5858,Tijuana,"2,527.80",Accesibilidad muy baja
Baja California,5859,Tijuana,"3,929.90",Accesibilidad muy baja
Baja California,5860,Tijuana,100,Accesibilidad alta
Baja California,5861,Tijuana,541.4,Accesibilidad alta
Baja California,5862,Tijuana,61.5,Accesibilidad alta
Baja California,5863,Tijuana,93.3,Accesibilidad alta
Baja California,5864,Tijuana,"4,469.20",Accesibilidad muy baja
Baja California,5865,Tijuana,"16,442.40",Accesibilidad muy baja
Baja California,5866,Tijuana,"17,650.40",Accesibilidad muy baja
Baja California,5867,Tijuana,"3,433.50",Accesibilidad muy baja
Baja California,5868,Tijuana,200,Accesibilidad alta
Baja California,5869,Tijuana,450,Accesibilidad muy alta
Baja California,5870,Tijuana,"1,065.70",Accesibilidad media
Baja California,5871,Tijuana,250,Accesibilidad alta
Baja California,5872,Tijuana,"3,609.20",Accesibilidad baja
Baja California,5873,Tijuana,350,Accesibilidad alta
Baja California,5874,Tijuana,"1,357.10",Accesibilidad baja
Baja California,5875,Tijuana,200,Accesibilidad alta
Baja California,5876,Tijuana,300,Accesibilidad muy alta
Baja California,5877,Tijuana,200,Accesibilidad alta
Baja California,5878,Tijuana,200,Accesibilidad muy alta
Baja California,5879,Tijuana,886.4,Accesibilidad muy alta
Baja California,5880,Tijuana,212.1,Accesibilidad muy alta
Baja California,5881,Tijuana,736.4,Accesibilidad muy alta
Baja California,5882,Tijuana,100,Accesibilidad alta
Baja California,5883,Tijuana,100,Accesibilidad alta
Baja California,5884,Tijuana,"1,448.50",Accesibilidad media
Baja California,5885,Tijuana,241.4,Accesibilidad alta
Baja California,5886,Tijuana,553.6,Accesibilidad muy alta
Baja California,5887,Tijuana,"2,024.30",Accesibilidad muy baja
Baja California,5888,Tijuana,"2,476.30",Accesibilidad muy baja
Baja California,5889,Tijuana,212.1,Accesibilidad muy alta
Baja California,5890,Tijuana,0,Accesibilidad muy alta
Baja California,5891,Tijuana,400,Accesibilidad alta
Baja California,5892,Tijuana,341.4,Accesibilidad alta
Baja California,5893,Tijuana,"1,853.60",Accesibilidad baja
Baja California,5894,Tijuana,"1,760.70",Accesibilidad media
Baja California,5895,Tijuana,341.4,Accesibilidad alta
Baja California,5896,Tijuana,"1,924.30",Accesibilidad media
Baja California,5897,Tijuana,"3,162.70",Accesibilidad muy baja
Baja California,5898,Tijuana,"2,860.70",Accesibilidad muy baja
Baja California,5899,Tijuana,"2,231.40",Accesibilidad muy baja
Baja California,5900,Tijuana,100,Accesibilidad alta
Baja California,5901,Tijuana,212.1,Accesibilidad muy alta
Baja California,5902,Tijuana,500,Accesibilidad alta
Baja California,5903,Tijuana,341.4,Accesibilidad alta
Baja California,5904,Tijuana,989.9,Accesibilidad alta
Baja California,5905,Tijuana,"1,089.90",Accesibilidad media
Baja California,5906,Tijuana,989.9,Accesibilidad alta
Baja California,5907,Tijuana,"1,160.70",Accesibilidad muy alta
Baja California,5908,Tijuana,212.1,Accesibilidad alta
Baja California,5909,Tijuana,"1,443.50",Accesibilidad media
Baja California,5910,Tijuana,141.4,Accesibilidad alta
Baja California,5911,Tijuana,0,Accesibilidad alta
Baja California,5912,Tijuana,424.3,Accesibilidad muy alta
Baja California,5913,Tijuana,341.4,Accesibilidad alta
Baja California,5914,Tijuana,"1,136.40",Accesibilidad media
Baja California,5915,Tijuana,741.4,Accesibilidad alta
Baja California,5916,Tijuana,491.4,Accesibilidad alta
Baja California,5917,Tijuana,250,Accesibilidad alta
Baja California,5918,Tijuana,100,Accesibilidad alta
Baja California,5919,Tijuana,400,Accesibilidad alta
Baja California,5920,Tijuana,141.4,Accesibilidad alta
Baja California,5921,Tijuana,241.4,Accesibilidad alta
Baja California,5922,Tijuana,382.8,Accesibilidad muy alta
Baja California,5923,Tijuana,150,Accesibilidad alta
Baja California,5924,Tijuana,895,Accesibilidad alta
Baja California,5925,Tijuana,"1,519.20",Accesibilidad media
Baja California,5926,Tijuana,141.4,Accesibilidad muy alta
Baja California,5927,Tijuana,450,Accesibilidad alta
Baja California,5928,Tijuana,141.4,Accesibilidad alta
Baja California,5929,Tijuana,"1,069.20",Accesibilidad media
Baja California,5930,Tijuana,100,Accesibilidad alta
Baja California,5931,Tijuana,350,Accesibilidad alta
Baja California,5932,Tijuana,"7,123.40",Accesibilidad muy baja
Baja California,5933,Tijuana,"1,091.40",Accesibilidad media
Baja California,5934,Tijuana,"4,337.00",Accesibilidad baja
Baja California,5935,Tijuana,282.8,Accesibilidad alta
Baja California,5936,Tijuana,"2,184.90",Accesibilidad baja
Baja California,5937,Tijuana,"2,491.40",Accesibilidad muy baja
Baja California,5938,Tijuana,"1,732.80",Accesibilidad media
Baja California,5939,Tijuana,"1,698.50",Accesibilidad media
Baja California,5940,Tijuana,"1,964.20",Accesibilidad media
Baja California,5941,Tijuana,932.8,Accesibilidad alta
Baja California,5942,Tijuana,991.4,Accesibilidad alta
Baja California,5943,Tijuana,"2,665.70",Accesibilidad muy baja
Baja California,5944,Tijuana,"2,331.40",Accesibilidad muy baja
Baja California,5945,Tijuana,"2,497.10",Accesibilidad muy baja
Baja California,5946,Tijuana,141.4,Accesibilidad muy alta
Baja California,5947,Tijuana,200,Accesibilidad muy alta
Baja California,5948,Tijuana,212.1,Accesibilidad alta
Baja California,5949,Tijuana,150,Accesibilidad alta
Baja California,5950,Tijuana,"1,555.60",Accesibilidad media
Baja California,5951,Tijuana,"1,302.10",Accesibilidad media
Baja California,5952,Tijuana,"1,657.10",Accesibilidad media
Baja California,5953,Tijuana,291.4,Accesibilidad alta
Baja California,5954,Tijuana,200,Accesibilidad alta
Baja California,5955,Tijuana,212.1,Accesibilidad alta
Baja California,5956,Tijuana,200,Accesibilidad alta
Baja California,5957,Tijuana,100,Accesibilidad alta
Baja California,5958,Tijuana,"2,959.20",Accesibilidad muy baja
Baja California,5959,Tijuana,"2,534.90",Accesibilidad muy baja
Baja California,5960,Tijuana,800,Accesibilidad muy alta
Baja California,5961,Tijuana,"1,900.00",Accesibilidad baja
Baja California,5962,Tijuana,653.6,Accesibilidad muy alta
Baja California,5963,Tijuana,250,Accesibilidad alta
Baja California,5964,Tijuana,"1,632.80",Accesibilidad baja
Baja California,5965,Tijuana,150,Accesibilidad muy alta
Baja California,5966,Tijuana,"15,194.70",Accesibilidad muy baja
Baja California,5967,Tijuana,565.7,Accesibilidad alta
Baja California,5968,Tijuana,774.3,Accesibilidad alta
Baja California,5969,Tijuana,"12,268.40",Accesibilidad muy baja
Baja California,5970,Tijuana,341.4,Accesibilidad alta
Baja California,5971,Tijuana,"16,853.30",Accesibilidad muy baja
Baja California,5972,Tijuana,0,Accesibilidad alta
Baja California,5973,Tijuana,"2,672.80",Accesibilidad muy baja
Baja California,5974,Tijuana,900,Accesibilidad alta
Baja California,5975,Tijuana,"17,494.70",Accesibilidad muy baja
Baja California,5976,Tijuana,"15,877.60",Accesibilidad muy baja
Baja California,5977,Tijuana,100,Accesibilidad alta
Baja California,5978,Tijuana,200,Accesibilidad muy alta
Baja California,5979,Tijuana,0,Accesibilidad alta
Baja California,5980,Tijuana,300,Accesibilidad alta
Baja California,5981,Tijuana,0,Accesibilidad alta
Baja California,5982,Tijuana,291.4,Accesibilidad alta
Baja California,5983,Tijuana,500,Accesibilidad alta
Baja California,5984,Tijuana,700,Accesibilidad alta
Baja California,5985,Tijuana,482.8,Accesibilidad alta
Baja California,5986,Tijuana,632.8,Accesibilidad alta
Baja California,5987,Tijuana,100,Accesibilidad muy alta
Baja California,5988,Tijuana,"1,353.60",Accesibilidad media
Baja California,5989,Tijuana,"3,102.10",Accesibilidad muy baja
Baja California,5990,Tijuana,"2,822.80",Accesibilidad muy baja
Baja California,5991,Tijuana,600,Accesibilidad alta
Baja California,5992,Tijuana,0,Accesibilidad alta
Baja California,5993,Tijuana,"2,264.20",Accesibilidad muy baja
Baja California,5994,Tijuana,691.4,Accesibilidad alta
Baja California,5995,Tijuana,141.4,Accesibilidad muy alta
Baja California,5996,Tijuana,100,Accesibilidad alta
Baja California,5997,Tijuana,250,Accesibilidad muy alta
Baja California,5998,Tijuana,"1,277.80",Accesibilidad media
Baja California,5999,Tijuana,"1,050.00",Accesibilidad baja
Baja California,6000,Tijuana,"2,581.40",Accesibilidad muy baja
Baja California,6001,Tijuana,"3,362.70",Accesibilidad baja
Baja California,6002,Tijuana,250,Accesibilidad alta
Baja California,6003,Tijuana,"3,900.60",Accesibilidad baja
Baja California,6004,Tijuana,"1,174.30",Accesibilidad baja
Baja California,6005,Tijuana,0,Accesibilidad alta
Baja California,6006,Tijuana,150,Accesibilidad muy alta
Baja California,6007,Tijuana,848.5,Accesibilidad alta
Baja California,6008,Tijuana,"16,879.00",Accesibilidad muy baja
Baja California,6009,Tijuana,241.4,Accesibilidad alta
Baja California,6010,Tijuana,"2,507.10",Accesibilidad baja
Baja California,6011,Tijuana,"10,324.60",Accesibilidad muy baja
Baja California,6012,Tijuana,"16,994.70",Accesibilidad muy baja
Baja California,6013,Tijuana,"1,536.40",Accesibilidad media
Baja California,6014,Tijuana,"15,019.00",Accesibilidad muy baja
Baja California,6015,Tijuana,762.1,Accesibilidad alta
Baja California,6016,Tijuana,"14,970.50",Accesibilidad muy baja
Baja California,6017,Tijuana,100,Accesibilidad alta
Baja California,6018,Tijuana,482.8,Accesibilidad alta
Baja California,6019,Tijuana,"2,076.30",Accesibilidad muy baja
Baja California,6020,Tijuana,691.4,Accesibilidad alta
Baja California,6021,Tijuana,482.8,Accesibilidad muy alta
Baja California,6022,Tijuana,241.4,Accesibilidad alta
Baja California,6023,Tijuana,"1,165.70",Accesibilidad baja
Baja California,6024,Tijuana,382.8,Accesibilidad alta
Baja California,6025,Tijuana,200,Accesibilidad alta
Baja California,6026,Tijuana,"2,655.60",Accesibilidad muy baja
Baja California,6027,Tijuana,0,Accesibilidad alta
Baja California,6028,Tijuana,565.7,Accesibilidad alta
Baja California,6029,Tijuana,"1,648.50",Accesibilidad media
Baja California,6030,Tijuana,"1,036.40",Accesibilidad media
Baja California,6031,Tijuana,"1,710.70",Accesibilidad media
Baja California,6032,Tijuana,707.1,Accesibilidad alta
Baja California,6033,Tijuana,"4,167.80",Accesibilidad muy baja
Baja California,6034,Tijuana,"1,598.50",Accesibilidad media
Baja California,6035,Tijuana,"2,036.40",Accesibilidad muy baja
Baja California,6036,Tijuana,150,Accesibilidad alta
Baja California,6037,Tijuana,"3,038.50",Accesibilidad muy baja
Baja California,6038,Tijuana,200,Accesibilidad alta
Baja California,6039,Tijuana,300,Accesibilidad muy alta
Baja California,6040,Tijuana,"1,639.90",Accesibilidad media
Baja California,6041,Tijuana,200,Accesibilidad alta
Baja California,6042,Tijuana,0,Accesibilidad muy alta
Baja California,6043,Tijuana,824.3,Accesibilidad muy alta
Baja California,6044,Tijuana,0,Accesibilidad muy alta
Baja California,6045,Tijuana,391.4,Accesibilidad alta
Baja California,6046,Tijuana,291.4,Accesibilidad alta
Baja California,6047,Tijuana,977.8,Accesibilidad alta
Baja California,6048,Tijuana,"1,182.80",Accesibilidad media
Baja California,6049,Tijuana,200,Accesibilidad muy alta
Baja California,6050,Tijuana,600,Accesibilidad alta
Baja California,6051,Tijuana,382.8,Accesibilidad alta
Baja California,6052,Tijuana,200,Accesibilidad alta
Baja California,6053,Tijuana,"16,784.70",Accesibilidad muy baja
Baja California,6054,Tijuana,450,Accesibilidad alta
Baja California,6055,Tijuana,565.7,Accesibilidad muy alta
Baja California,6056,Tijuana,"2,327.80",Accesibilidad muy baja
Baja California,6057,Tijuana,0,Accesibilidad alta
Baja California,6058,Tijuana,600,Accesibilidad alta
Baja California,6059,Tijuana,482.8,Accesibilidad muy alta
Baja California,6060,Tijuana,565.7,Accesibilidad alta
Baja California,6061,Tijuana,"1,041.40",Accesibilidad media
Baja California,6062,Tijuana,"2,339.90",Accesibilidad muy baja
Baja California,6063,Tijuana,441.4,Accesibilidad alta
Baja California,6064,Tijuana,250,Accesibilidad alta
Baja California,6065,Tijuana,100,Accesibilidad muy alta
Baja California,6066,Tijuana,"1,343.50",Accesibilidad media
Baja California,6067,Tijuana,312.1,Accesibilidad alta
Baja California,6068,Tijuana,200,Accesibilidad muy alta
Baja California,6069,Tijuana,"2,514.20",Accesibilidad muy baja
Baja California,6070,Tijuana,700,Accesibilidad alta
Baja California,6071,Tijuana,750,Accesibilidad alta
Baja California,6072,Tijuana,"1,100.00",Accesibilidad baja
Baja California,6073,Tijuana,"1,814.20",Accesibilidad media
Baja California,6074,Tijuana,641.4,Accesibilidad muy alta
Baja California,6075,Tijuana,424.3,Accesibilidad alta
Baja California,6076,Tijuana,"2,186.40",Accesibilidad muy baja
Baja California,6077,Tijuana,0,Accesibilidad alta
Baja California,6078,Tijuana,600,Accesibilidad alta
